ftitre;fannee;anom;freq
LES INDESTRUCTIBLES 2;2018;BRAD BIRD;5845000
LES TUCHES 3;2018;OLIVIER BAROUX;5687000
LA CH'TITE FAMILLE;2018;DANY BOON;5626000
AVENGERS INFINITY WAR;2018;ANTHONY RUSSO;5143000
LE GRAND BAIN;2018;GILLES LELLOUCHE;4242000
BOHEMIAN RHAPSODY;2018;BRYAN SINGER;4160000
LES ANIMAUX FANSTASTIQUES;2018;DAVID YATES;4019000
ASTERIX ET LE SECRET DE LA POTION MAGIQUE;2018;LOUIS CLICHY;3713000
BLACK PANTHER;2018;RYAN COOGLER;3688000
TAXI 5;2018;FRANCK GASTAMBIDE;3654000
AQUAMAN;2018;JAMES WAN;3081000
TOUT LE MONDE DEBOUT;2018;FRANCK DUBOSC;2417000
READY PLAYER ONE;2018;STEVEN SPIELBERG;2268000
A STAR IS BORN;2018;BRADLEY COOPER;1936000
LE JEU;2018;FRED CAVAYE;1640000
LA FORME DE L'EAU;2018;GUILLERMO DEL TORO;1363000
LA NONNE;2018;CORIN HARDY;1394000
LES VIEUX FOURNEAUX;2018;CHRISTOPHE DUTHURON;922000
PREMIERE ANNEE;2018;THOMAS LILTI;1013000
RED SPARROW;2018;FRANCIS LAWRENCE;803000
OCEAN'S 8;2018;GARY ROSS;790000
EVERYBODY KNOWS;2018;ASGHAR FARHADI;812000
LE RETOUR DU HEROS;2018;LAURENT TIRARD;769000
LA FINALE;2018;ROBIN SYKES;567000
THE GREATEST SHOWMAN;2018;MICHEAL GRACEY;539000
NORMANDIE NUE;2018;PHILIPPE LE GUAY;539000
RAID DINGUE;2017;DANY BOON;4571000
COCO;2017;LEE UNKRICH;4550000
VALERIAN ET LA CITE DES MILLES PLANETES;2017;LUC BESSON;4040000
LA LA LAND;2017;DAMIEN CHAZELLE;2752000
DUNKERQUE;2017;CHRISTOPHER NOLAN;2525000
WONDER WOMAN;2017;PATTY JENKINS;2165000
AU REVOIR LA-HAUT;2017;ALBERT DUPONTEL;2034000
A DANGEROUS METHOD;2011;DAVID CRONENBERG;917522
AFRICA UNITED;2011;DEBS GARDNER-PATERSON;88069
ALVIN ET LES CHIPMUNKS 3;2011;MIKE MITCHELL;4261503
AMERICANO;2011;MATHIEU DEMY;48813
ANGELE ET TONY;2011;ALIX DELAPORTE;374381
ANIMAUX & CIE EN 3D;2011;HOLGER TAPPE REINHARD KLOOSS;1803451
APOLLO 18;2011;GONZALO LOPEZ-GALLEGO;112204
ARRIETTY LE PETIT MONDE DES CHAPARDEURS;2011;HIROMASA YONEBAYASHI;1815603
ATTACK THE BLOCK;2011;JOE CORNISH;38710
AU BISTRO DU COIN;2011;CHARLES NEMES;35831
AU-DELA;2011;CLINT EASTWOOD;3228086
AVANT L'AUBE (2011);2011;RAPHAEL JACOULOT;240351
B.A.T (BON A TIRER);2011;BOBBY AND PETER FARRELLY;662976
BAD TEACHER;2011;JAKE KASDAN;1715068
BALADA TRISTE;2011;ALEX DE LA IGLESIA;84569
BEGINNERS;2011;MIKE MILLS;373076
BEUR SUR LA VILLE;2011;DJAMEL BENSALAH;774395
BIENVENUE A BORD;2011;ERIC LAVAINE;2635660
BIG MAMMA DE PERE EN FILS;2011;JOHN WHITESELL;657480
BLACK SWAN;2011;DARREN ARONOFSKY;4524762
BLACKTHORN;2011;MATEO GIL;92202
BLITZ;2011;ELLIOTT LESTER;473206
BLUE VALENTINE;2011;DEREK CIANFRANCE;225746
BONOBOS;2011;ALAIN TIXIER;167632
CADAVRES A LA PELLE;2011;JOHN LANDIS;26896
CAPTAIN AMERICA - FIRST AVENGER;2011;JOE JOHNSTON;1705188
CARANCHO;2011;PABLO TRAPERO;154014
CARNAGE;2011;ROMAN POLANSKI;852800
CARS 2;2011;JOHN LASSETER BRAD LEWIS;4364604
CASE DEPART;2011;THOMAS NGIJOL FABRICE EBOUE LIONEL STEKETEE;3345040
CHEBURASHKA ET SES AMIS;2011;MAKOTO NAKAMURA;106027
CHEZ GINO;2011;SAMUEL BENCHETRIT;183011
CHICO & RITA;2011;FERNANDO TRUEBA;202865
COLOMBIANA;2011;OLIVIER MEGATON;1119464
COMMENT SAVOIR;2011;JAMES L. BROOKS;184300
COMMENT TUER SON BOSS ?;2011;SETH GORDON;1477910
CONAN;2011;MARCUS NISPEL;429106
CONTAGION;2011;STEVEN SODERBERGH;1193697
COUP D'ECLAT;2011;JOSE ALCALA;235193
COWBOYS & ENVAHISSEURS;2011;JON FAVREAU;1554096
CRAZY, STUPID, LOVE;2011;JOHN REQUA;984592
DANCE BATTLE - HONEY 2;2011;BILLE WOODRUFF;555909
DE BON MATIN;2011;JEAN-MARC MOUTOUT;277900
DE FORCE;2011;FRANK HENRY;31364
DE L'EAU POUR LES ELEPHANTS;2011;FRANCIS LAWRENCE;1190622
DE L'HUILE SUR LE FEU;2011;NICOLAS BENAMOU;41285
DERRIERE LES MURS;2011;PASCAL SID;27761
DES VENTS CONTRAIRES;2011;JALIL LESPERT;624769
DESTINATION FINALE 5;2011;STEVEN QUALE;1736895
DETECTIVE DEE LE MYSTERE DE LA FLAMME FANTOME;2011;TSUI HARK;436262
DREAM HOUSE;2011;JIM SHERIDAN;454759
DRIVE;2011;NICOLAS WINDING REFN;3045351
EASY MONEY;2011;DANIEL ESPINOSA;82046
ECHANGE STANDARD;2011;DAVID DOBKIN;256350
EMILIE JOLIE;2011;PHILIPPE CHATEL FRANCIS NIELSEN;434770
ENCORE UN BAISER;2011;GABRIELE MUCCINO;52367
ET MAINTENANT ON VA OU ?;2011;NADINE LABAKI;758443
ET SOUDAIN, TOUT LE MONDE ME MANQUE;2011;JENNIFER DEVOLDERE;434963
FAST & FURIOUS 5;2011;JUSTIN LIN;4509230
FASTER;2011;GEORGE TILLMAN JR;80419
FIGHTER;2011;DAVID O. RUSSELL;369241
FORCES SPECIALES;2011;STEPHANE RYBOJAD;366347
FRIGHT NIGHT;2011;CRAIG GILLESPIE;355128
GIANNI ET LES FEMMES;2011;GIANNI DI GREGORIO;187857
GIGOLA;2011;LAURE CHARPENTIER;16894
GNOMEO ET JULIETTE;2011;KELLY ASBURY;1165067
GREEN LANTERN;2011;MARTIN CAMPBELL;1441810
HABEMUS PAPAM;2011;NANNI MORETTI;1246638
HALAL, POLICE D'ETAT;2011;RACHID DIBOU;1423570
HANNA;2011;JOE WRIGHT;159189
HAPPY FEET 2;2011;GEORGE MILLER;1093640
HAPPY NEW YEAR (2011);2011;GARRY MARSHALL;1003613
HARRY BROWN;2011;DANIEL BARBER;98723
HARRY POTTER ET LES RELIQUES DE LA MORT PARTIE 2;2011;DAVID YATES;9735423
HELL DRIVER;2011;PATRICK LUSSIER;429641
HOLLYWOO;2011;FREDERIC BERTHE;4215473
HOLLYWOO;2011;PASCAL SERIEIS;4215473
HOP;2011;TIM HILL;995804
HUGO CABRET;2011;MARTIN SCORSESE;2364617
IDENTITE SECRETE;2011;JOHN SINGLETON;1227348
IL N'EST JAMAIS TROP TARD;2011;TOM HANKS;975251
IMPARDONNABLES;2011;ANDRE TECHINE;357694
INCENDIES;2011;DENIS VILLENEUVE;619784
INSIDIOUS;2011;JAMES WAN;889726
INTOUCHABLES;2011;OLIVIER NAKACHE;35648468
INTOUCHABLES;2011;ERIC TOLEDANO;35648468
ITINERAIRE BIS;2011;JEAN-LUC PERREARD;315363
J'AIME REGARDER LES FILLES;2011;FREDERIC LOUF;86345
JE N'AI RIEN OUBLIE;2011;BRUNO CHICHE;375533
JOHN RABE LE JUSTE DE NANKIN;2011;FLORIAN GALLENBERGER;26564
JOHNNY ENGLISH, LE RETOUR;2011;OLIVER PARKER;594357
JUSTIN BIEBER NEVER SAY NEVER;2011;JON M. CHU;85583
KILLER ELITE;2011;GARY MCKENDRY;463705
KILLING BONO;2011;NICK HAMM;115471
KILLING FIELDS;2011;AMI CANAAN MANN;121442
KUNG FU PANDA 2;2011;JENNIFER YUH;4449618
LA BALLADE DE L'IMPOSSIBLE;2011;TRAN ANH HUNG;109217
LA CHANCE DE MA VIE;2011;NICOLAS CUCHE;1747572
LA CLE DES CHAMPS;2011;CLAUDE NURIDSANY;140097
LA CLE DES CHAMPS;2011;MARIE PERENNOU;140097
LA CONQUETE;2011;XAVIER DURRINGER;1329268
LA COULEUR DES SENTIMENTS (THE HELP);2011;TATE TAYLOR;1187863
LA CROISIERE;2011;PASCALE POUZADOUX;1212424
LA DEFENSE LINCOLN;2011;BRAD FURMAN;465046
LA DELICATESSE;2011;DAVID FOENKINOS;1483453
LA DELICATESSE;2011;STEPHANE FOENKINOS;1483453
LA FEE;2011;DOMINIQUE ABEL (I);160291
LA FEE;2011;BRUNO ROMY;160291
LA FEE;2011;FIONA GORDON;160291
LA FILLE DU PUISATIER;2011;DANIEL AUTEUIL;2489331
LA GUERRE DES BOUTONS;2011;YANN SAMUELL;2808234
LA GUERRE EST DECLAREE;2011;VALERIE DONZELLI;1708143
LA LIGNE DROITE;2011;REGIS WARGNIER;217734
LA LOCATAIRE;2011;ANTTI JOKINEN;86071
LA NOSTRA VITA;2011;DANIELE LUCHETTI;100644
LA NOUVELLE GUERRE DES BOUTONS;2011;CHRISTOPHE BARRATIER;2917747
LA PERMISSION DE MINUIT;2011;DELPHINE GLEIZE;264534
LA PIEL QUE HABITO;2011;PEDRO ALMODOVAR;1346959
LA PLANETE DES SINGES LES ORIGINES;2011;RUPERT WYATT;5813303
LA PLANQUE;2011;AKIM ISKER;91526
LA PROIE;2011;ERIC VALETTE;629247
LA SOLITUDE DES NOMBRES PREMIERS;2011;SAVERIO COSTANZO;83216
LA SOURCE DES FEMMES;2011;RADU MIHAILEANU;1150071
L'AFFAIRE RACHEL SINGER;2011;JOHN MADDEN;296546
L'AGENCE;2011;GEORGE NOLFI;1146902
L'AIGLE DE LA NEUVIEME LEGION;2011;KEVIN MACDONALD;393451
L'AMOUR A SES RAISONS...;2011;GIOVANNI VERONESI;35119
L'ANGE DU MAL;2011;MICHELE PLACIDO;101276
L'APOLLONIDE SOUVENIRS DE LA MAISON CLOSE;2011;BERTRAND BONELLO;383223
LARGO WINCH II;2011;JEROME SALLE;2432545
L'ART D'AIMER;2011;EMMANUEL MOURET;376651
L'ASSAUT;2011;JULIEN LECLERCQ;912846
LAST NIGHT;2011;MASSY TADJEDIN;538401
LE CASSE DE CENTRAL PARK;2011;BRETT RATNER;324986
LE CHAPERON ROUGE;2011;CATHERINE HARDWICKE;614942
LE CHAT DU RABBIN;2011;JOANN SFAR;870537
LE CHAT POTTE;2011;CHRIS MILLER;6332393
LE COCHON DE GAZA;2011;SYLVAIN ESTIBAL;557877
LE COMPLEXE DU CASTOR;2011;JODIE FOSTER;335017
LE DERNIER DES TEMPLIERS;2011;DOMINIC SENA;1645189
LE DISCOURS D'UN ROI;2011;TOM HOOPER;5743301
LE FILS A JO;2011;PHILIPPE GUILLARD;2086235
LE FLINGUEUR;2011;SIMON WEST;451607
LE GAMIN AU VELO;2011;LUC ET JEAN PIERRE DARDENNE;1327935
LE GRUFFALO;2011;JAKOB SCHUH;148958
LE HAVRE;2011;AKI KAURISMAKI;1073623
LE MARCHAND DE SABLE;2011;JESPER MOLLER;124654
LE MARQUIS;2011;DOMINIQUE FARRUGIA;920838
LE MOINE;2011;DOMINIK MOLL;317020
LE MONDE DE BARNEY;2011;RICHARD J. LEWIS;31943
LE MYTHO;2011;DENNIS DUGAN;435454
LE RITE;2011;MIKAEL HAFSTROM;1497301
LE SANG DES TEMPLIERS;2011;JONATHAN ENGLISH;208058
LE SKYLAB;2011;JULIE DELPY;447237
LE STRATEGE;2011;BENNETT MILLER;194675
LE TABLEAU;2011;JEAN-FRANCOIS LAGUIONIE;644602
LEGITIME DEFENSE;2011;PIERRE LACAN;66330
L'ELEVE DUCOBU;2011;PHILIPPE DE CHAUVERON;2678321
LES ADOPTES;2011;MELANIE LAURENT;318257
LES AVENTURES DE TINTIN : LE SECRET DE LA LICORNE;2011;STEVEN SPIELBERG;7831677
LES BIEN-AIMES;2011;CHRISTOPHE HONORE;495421
LES BOLOSS;2011;BEN PALMER;173918
LES CHEMINS DE LA LIBERTE;2011;PETER WEIR;1462668
LES CONTES DE LA NUIT;2011;MICHEL OCELOT;886922
LES FEMMES DU 6E ETAGE;2011;PHILIPPE LE GUAY;3972340
LES GEANTS;2011;BOULI LANNERS;70584
LES HOMMES LIBRES;2011;ISMAEL FERROUKHI;303308
LES IMMORTELS;2011;TARSEM SINGH;649802
LES LYONNAIS;2011;OLIVIER MARCHAL;2224061
LES MARCHES DU POUVOIR;2011;GEORGE CLOONEY;984763
LES MYTHOS;2011;DENIS THYBAUD;147452
LES NEIGES DU KILIMANDJARO;2011;ROBERT GUEDIGUIAN;1308719
LES SCHTROUMPFS;2011;RAJA GOSNELL;4916385
LES TRIBULATIONS D'UNE CAISSIERE;2011;PIERRE RAMBALDI;163241
LES TROIS MOUSQUETAIRES;2011;PAUL ANDERSON;798952
LES TUCHE;2011;OLIVIER BAROUX;2781848
LES VOYAGES DE GULLIVER;2011;ROB LETTERMAN;1056864
LES YEUX DE SA MERE;2011;THIERRY KLIFA;260434
L'EXERCICE DE L'ETAT;2011;PIERRE SCHOELLER;992652
LIMITLESS;2011;NEIL BURGER;1526521
L'INCROYABLE HISTOIRE DE WINTER LE DAUPHIN;2011;CHARLES MARTIN SMITH;320904
L'IRLANDAIS;2011;JOHN MICHAEL MCDONAGH;233717
LONDON BOULEVARD;2011;WILLIAM MONAHAN;228586
L'ORDRE ET LA MORALE;2011;MATHIEU KASSOVITZ;288925
L'OURS MONTAGNE;2011;ESBEN TOFT JACOBSEN;203001
LOVE & AUTRES DROGUES;2011;EDWARD ZWICK;1164857
LOW COST;2011;MAURICE BARTHELEMY;441985
M. POPPER ET SES PINGOUINS;2011;MARK WATERS;1449857
MA PART DU GATEAU;2011;CEDRIC KLAPISCH;1783264
MAIS COMMENT FONT LES FEMMES ?;2011;DOUGLAS MCGRATH;435602
MALVEILLANCE;2011;JAUME BALAGUERO;199591
MELANCHOLIA;2011;LARS VON TRIER;768932
MEME LA PLUIE;2011;ICIAR BOLLAIN;553753
MES MEILLEURES AMIES;2011;PAUL FEIG;1009180
MINUIT A PARIS;2011;WOODY ALLEN;3156501
MISSION : IMPOSSIBLE PROTOCOLE FANTOME;2011;BRAD BIRD;4201680
MISSION : NOEL LES AVENTURES DE LA FAMILLE NOEL;2011;BARRY COOK;1517954
MOI, MICHEL G, MILLIARDAIRE, MAITRE DU MONDE;2011;STEPHANE KAZANDJIAN;172238
MON PERE EST FEMME DE MENAGE;2011;SAPHIA AZZEDDINE;532378
MON PIRE CAUCHEMAR;2011;ANNE FONTAINE;1434887
MONSIEUR PAPA;2011;KAD MERAD;822714
MORNING GLORY;2011;ROGER MICHELL;358238
NEVER LET ME GO;2011;MARK ROMANEK;152115
NI A VENDRE NI A LOUER;2011;PASCAL RABATE;172199
NICOSTRATOS LE PELICAN;2011;OLIVIER HORLAIT;160620
NOUS SOMMES LA NUIT;2011;DENNIS GANSEL;113484
NUIT BLANCHE (2011);2011;FREDERIC JARDIN;102050
NUMERO QUATRE;2011;D.J. CARUSO;1232505
OH MY GOD !;2011;TANYA WEXLER;128401
OMAR M'A TUER;2011;ROSCHDY ZEM;1035278
ON NE CHOISIT PAS SA FAMILLE;2011;CHRISTIAN CLAVIER;638672
OR NOIR;2011;JEAN-JACQUES ANNAUD;400163
OU VA LA NUIT;2011;MARTIN PROVOST;210664
PARANORMAL ACTIVITY 3;2011;TOD WILLIAMS;1506243
PAUL;2011;GREG MOTTOLA;1312906
PHILIBERT;2011;SYLVAIN FUSEE;105347
PINA (3D);2011;WIM WENDERS;664419
PIRATES DES CARAIBES LA FONTAINE DE JOUVENCE;2011;ROB MARSHALL;8261477
POLISSE;2011;MAIWENN LE BESCO;4378306
POLLEN;2011;LOUIS SCHWARTZBERG;228559
POULET AUX PRUNES;2011;MARJANE SATRAPI;453951
POUPOUPIDOU;2011;GERALD HUSTACHE-MATHIEU;318876
POURQUOI TU PLEURES ?;2011;KATIA LEWKOWICZ;305279
PRESUME COUPABLE;2011;VINCENT GARENQ;704638
PRIEST;2011;SCOTT CHARLES STEWART;370910
QUI A ENVIE D'ETRE AIME ?;2011;ANNE GIAFFERI;225185
R.I.F.;2011;FRANCK MANCUSO;375528
RABBIT HOLE;2011;JOHN CAMERON MITCHELL;111545
RANGO;2011;GORE VERBINSKI;2023792
REAL STEEL;2011;SHAWN LEVY;1921163
REQUIEM POUR UNE TUEUSE;2011;JEROME LE GRIS;172558
RESTLESS;2011;GUS VAN SANT;163622
RHUM EXPRESS;2011;BRUCE ROBINSON;70998
RIEN A DECLARER;2011;DANY BOON;14121895
RIO;2011;CARLOS SALDANHA;4039668
ROUTE IRISH;2011;KEN LOACH;119661
SANCTUM 3D;2011;ALISTER GRIERSON;436321
SANS IDENTITE;2011;JAUME COLLET-SERRA;1796247
SCREAM 4;2011;WES CRAVEN;1862278
SEX FRIENDS;2011;IVAN REITMAN;1729373
SEXE ENTRE AMIS;2011;WILL GLUCK;1046986
SHAME;2011;STEVE MCQUEEN.;855860
SHARK 3D;2011;DAVID R. ELLIS;365079
SOMEWHERE;2011;SOFIA COPPOLA;810378
SORTILEGE;2011;DANIEL BARNZ;271075
SOURCE CODE;2011;DUNCAN JONES;1313214
STONE;2011;JOHN CURRAN;187642
SUCKER PUNCH;2011;ZACK SNYDER;903894
SUPER 8;2011;JEFFREY ABRAMS;2676214
SWITCH;2011;FREDERIC SCHOENDOERFFER;507841
THE ARTIST;2011;MICHEL HAZANAVICIUS;5872603
THE COMPANY MEN;2011;JOHN WELLS;269632
THE GREEN HORNET;2011;MICHEL GONDRY;1175950
THE LADY;2011;LUC BESSON;962108
THE PRODIGIES;2011;ANTOINE CHARREYRON;204070
THE SILENT HOUSE;2011;GUSTAVO HERNANDEZ;79478
THE THING;2011;MATTHIJS VAN HEIJNINGEN JR;188728
THE TREE OF LIFE;2011;TERRENCE MALICK;1215594
THIS MUST BE THE PLACE;2011;PAOLO SORRENTINO;283133
THOR;2011;KENNETH BRANAGH;2244219
TIME OUT;2011;ANDREW NICCOL;2073383
TITEUF, LE FILM;2011;ZEP;2220116
TOI, MOI, LES AUTRES;2011;AUDREY ESTROUGO;294251
TOMBOY;2011;CELINE SCIAMMA;551229
TOUS AU LARZAC;2011;CHRISTIAN ROUAUD;316126
TOUS LES SOLEILS;2011;PHILIPPE CLAUDEL;1024109
TOUTES NOS ENVIES;2011;PHILIPPE LIORET;614927
TRANSFORMERS 3 : LA FACE CACHEE DE LA LUNE;2011;MICHAEL BAY;4514334
TROIS FOIS 20 ANS;2011;JULIE GAVRAS;159077
TRON L'HERITAGE;2011;JOSEPH KOSINSKI;1997183
TRUE GRIT;2011;JOEL AND ETHAN COEN;2406228
TU SERAS MON FILS;2011;GILLES LEGRAND;1314406
TWILIGHT - CHAPITRE 4 : REVELATION PREMIERE PARTIE;2011;BILL CONDON;6321390
UN AMOUR DE JEUNESSE;2011;MIA HANSEN-LOVE;237168
UN BAISER PAPILLON;2011;KARINE SILLA;101889
UN HEUREUX EVENEMENT;2011;REMI BEZANCON;850010
UN JOUR;2011;LONE SCHERFIG;487200
UN MONSTRE A PARIS;2011;ERIC BIBO BERGERON;1910264
UNE FOLLE ENVIE;2011;BERNARD JEANJEAN;136130
UNE PURE AFFAIRE;2011;ALEXANDRE COFFRE;263383
UNE SEPARATION;2011;ASGHAR FARHADI;1844806
VERY BAD TRIP 2;2011;TODD PHILLIPS;4364102
VERY COLD TRIP;2011;DOME KARUKOSKI;108577
VOIR LA MER;2011;PATRICE LECONTE;62586
VOYEZ COMME ILS DANSENT;2011;CLAUDE MILLER;90582
WARRIOR;2011;GAVIN O'CONNOR;334270
WE NEED TO TALK ABOUT KEVIN;2011;LYNNE RAMSAY;202069
WE WANT SEX EQUALITY;2011;NIGEL COLE;386351
WINNIE L'OURSON : BIENVENUE DANS LA FORET DES REVES BLEUS;2011;STEPHEN J. ANDERSON;428542
WINX CLUB L'AVENTURE MAGIQUE 3D;2011;IGINIO STRAFFI;135276
WORLD INVASION : BATTLE LOS ANGELES;2011;JONATHAN LIEBESMAN;803642
X-MEN : LE COMMENCEMENT;2011;MATTHEW VAUGHN;3745929
YOGI L'OURS;2011;ERIC BREVIG;514700
ZOOKEEPER LE HEROS DES ANIMAUX;2011;FRANK CORACI;251245
360;2012;FERNANDO MEIRELLES;115779
10 JOURS EN OR;2012;NICOLAS BROSSETTE;190498
2 DAYS IN NEW YORK;2012;JULIE DELPY;843802
21 JUMP STREET;2012;CHRIS MILLER;575023
21 JUMP STREET;2012;PHIL LORD;575023
30° COULEUR;2012;LUCIEN JEAN-BAPTISTE;260795
30° COULEUR;2012;PHILIPPE LARUE;260795
38 TEMOINS;2012;LUCAS BELVAUX;512439
7 JOURS A LA HAVANE;2012;BENICIO DEL TORO;73797
A COEUR OUVERT;2012;MARION LAINE;143304
A L'AVEUGLE;2012;XAVIER PALUD;455743
A MOI SEULE;2012;FREDERIC VIDEAU;60423
A PERDRE LA RAISON;2012;JOACHIM LAFOSSE;313805
ABRAHAM LINCOLN : CHASSEUR DE VAMPIRES;2012;TIMUR BEKMAMBETOV;884686
ADIEU BERTHE - L'ENTERREMENT DE MEME -;2012;BRUNO PODALYDES;1426873
ALBERT NOBBS;2012;RODRIGO GARCIA;149873
ALEX CROSS;2012;ROB COHEN;237214
ALYAH;2012;ELIE WAJEMAN;76119
AMERICAN PIE 4;2012;JON HURWITZ;3000643
AMOUR;2012;MICHAEL HANEKE;1448425
ANNA KARENINE;2012;JOE WRIGHT;580422
ANONYMOUS (2012);2012;ROLAND EMMERICH;77801
ANOTHER HAPPY DAY;2012;SAM LEVINSON;201687
APRES MAI;2012;OLIVIER ASSAYAS;222287
ARBITRAGE;2012;NICHOLAS JARECKI;250241
ARGO;2012;BEN AFFLECK;2718763
ARRETE DE PLEURER PENELOPE;2012;CORINNE PUGET JULIETTE ARNAUD;269092
ASSOCIES CONTRE LE CRIME...;2012;PASCAL THOMAS;891674
ASTERIX & OBELIX AU SERVICE DE SA MAJESTE;2012;LAURENT TIRARD;6713459
AU GALOP;2012;LOUIS-DO DE LENCQUESAING;73649
AU PAYS DU SANG ET DU MIEL;2012;ANGELINA JOLIE;80849
AU-DELA DES COLLINES;2012;CRISTIAN MUNGIU;138324
AUGUSTINE;2012;ALICE WINOCOUR;338376
AUX YEUX DE TOUS (2012);2012;CEDRIC JIMENEZ;105544
AVENGERS;2012;JOSS WHEDON;7302176
BACHELORETTE;2012;LESLYE HEADLAND;356218
BARBARA;2012;CHRISTIAN PETZOLD;589880
BATTLESHIP;2012;PETER BERG;1848973
BEL AMI;2012;DECLAN DONNELLAN NICK ORMEROD;178034
BIENVENUE PARMI NOUS;2012;JEAN BECKER;370625
BLANCHE NEIGE;2012;TARSEM SINGH;1571858
BLANCHE-NEIGE ET LE CHASSEUR;2012;RUPERT SANDERS;3678967
BOWLING;2012;MARIE-CASTILLE MENTION-SCHAAR;966174
BROKEN;2012;RUFUS NORRIS;199595
BYE BYE BLONDIE;2012;VIRGINIE DESPENTES;57578
CAFE DE FLORE;2012;JEAN-MARC VALLEE;183369
CAMILLE REDOUBLE;2012;NOEMIE LVOVSKY;1872217
CAPTIVE;2012;BRILLANTE MENDOZA;32991
CE QUE LE JOUR DOIT A LA NUIT;2012;ALEXANDRE ARCADY;592619
