ftitre;fannee;anom;freq
NI LE CIEL NI LA TERRE;2015;CLEMENT COGITORE;89615
NIGHT RUN;2015;JAUME COLLET-SERRA;1140048
NO ESCAPE;2015;JOHN ERICK DOWDLE;435267
NOS FEMMES;2015;RICHARD BERRY;1014603
NOS FUTURS;2015;REMI BEZANCON;433636
NOTRE PETITE SOEUR;2015;HIROKAZU KORE-EDA;371916
NOUS TROIS OU RIEN;2015;KHEIRON;1527862
ON VOULAIT TOUT CASSER;2015;PHILIPPE GUILLARD;475872
OUIJA;2015;STILES WHITE;670111
OUPS ! J'AI RATE L'ARCHE...;2015;TOBY GENKEL;1316272
PAN;2015;JOE WRIGHT;1671516
PAPA OU MAMAN;2015;MARTIN BOURBOULON;6742538
PARANORMAL ACTIVITY 5 THE GHOST DIMENSION;2015;GREGORY PLOTKIN;1233002
PARTISAN;2015;ARIEL KLEIMAN;35445
PETITES CASSEROLES;2015;UZI GEFFENBLAD;130802
PHANTOM BOY;2015;ALAIN GAGNOL;339913
PHOENIX;2015;CHRISTIAN PETZOLD;454051
PITCH PERFECT 2;2015;ELIZABETH BANKS;638678
PIXELS;2015;CHRIS COLUMBUS;1467331
POLTERGEIST;2015;GIL KENAN;676246
POURQUOI J'AI PAS MANGE MON PERE;2015;JAMEL DEBBOUZE;2778953
PREMIERS CRUS;2015;JEROME LE MAIRE;798114
PREMONITIONS;2015;ALFONSO POYART;2177814
PROJET ALMANAC;2015;DEAN ISRAELITE;486477
PYRAMIDE;2015;GREGORY LEVASSEUR;601113
QUE VIVA EISENSTEIN !;2015;PETER GREENAWAY;45675
QUEEN AND COUNTRY;2015;JOHN BOORMAN;188733
QUI C'EST LES PLUS FORTS;2015;CHARLOTTE DE TURCKHEIM;436007
REALITE;2015;QUENTIN DUPIEUX;192761
REGRESSION;2015;ALEJANDRO AMENABAR;359433
RENAISSANCES;2015;TARSEM SINGH;1014992
RICKI AND THE FLASH;2015;JONATHAN DEMME;213463
ROBIN DES BOIS, LA VERITABLE HISTOIRE;2015;ANTHONY MARCIANO;1249456
SAN ANDREAS;2015;BRAD PEYTON;2611686
SELMA;2015;AVA DUVERNAY;1201723
SEUL SUR MARS;2015;RIDLEY SCOTT;5823820
SHAUN LE MOUTON;2015;RICHARD GOLESZOWSKI;2279969
SICARIO;2015;DENIS VILLENEUVE;1065170
SINISTER II;2015;CLARAN FOY;753849
SNOOPY ET LES PEANUTS - LE FILM;2015;STEVE MARTINO;1773548
SNOW THERAPY;2015;RUBEN OSTLUND;407768
SOUS X;2015;JEAN-MICHEL CORREIA;71776
SOUVENIRS DE MARNIE;2015;HIROMASA YONEBAYASHI;325631
SPY;2015;PAUL FEIG;1763916
STAR WARS : EPISODE 7, LE REVEIL DE LA FORCE;2015;JEFFREY ABRAMS;22157106
STILL ALICE;2015;RICHARD GLATZER;347080
STRICTLY CRIMINAL;2015;SCOTT COOPER;752834
SUITE FRANCAISE;2015;SAUL DIBB;547718
TAJ MAHAL;2015;NICOLAS SAADA;70311
TAKEN 3;2015;OLIVIER MEGATON;6016401
TALE OF TALES;2015;MATTEO GARRONE;285177
TAXI TEHERAN;2015;JAFAR PANAHI;1428235
TED 2;2015;SETH MACFARLANE;2567995
TERMINATOR : GENISYS;2015;ALAN TAYLOR;2484482
THE BIG SHORT : LE CASSE DU SIECLE;2015;ADAM MCKAY;2041510
THE CUT LA BLESSURE;2015;FATIH AKIN;133575
THE LOBSTER;2015;YORGOS LANTHIMOS;585135
THE PROGRAM;2015;STEPHEN FREARS;233740
THE RIOT CLUB;2015;LONE SCHERFIG;140515
THE VISIT;2015;M. NIGHT SHYAMALAN;920541
THE VOICES;2015;MARJANE SATRAPI;739800
THE WALK - REVER PLUS HAUT;2015;ROBERT ZEMECKIS;322120
TOKYO FIANCEE;2015;STEFAN LIBERSKI;160062
TOUTE PREMIERE FOIS;2015;NOEMIE SAGLIO;992147
TRACERS;2015;DANIEL BENMAYOR;295687
TROIS SOUVENIRS DE MA JEUNESSE;2015;ARNAUD DESPLECHIN;551808
UN + UNE;2015;CLAUDE LELOUCH;2200401
UN DEBUT PROMETTEUR;2015;EMMA LUCHINI;196414
UN FRANCAIS;2015;DIASTEME;143313
UN HOMME IDEAL;2015;YANN GOZLAN;1542876
UN MOMENT D'EGAREMENT;2015;JEAN-FRANCOIS RICHET;2015278
UN PEU BEAUCOUP AVEUGLEMENT;2015;CLOVIS CORNILLAC;1260977
UN PIGEON PERCHE SUR UNE BRANCHE PHILOSOPHAIT SUR L'EXISTENCE;2015;ROY ANDERSSON;89189
UN VILLAGE PRESQUE PARFAIT !;2015;STEPHANE MEUNIER;1074213
UN VOISIN TROP PARFAIT;2015;ROB COHEN;143042
UNE BELLE FIN;2015;UBERTO PASOLINI;315086
UNE ENFANCE;2015;PHILIPPE CLAUDEL;59858
UNE FAMILLE A LOUER;2015;JEAN-PIERRE AMERIS;1801813
UNE HEURE DE TRANQUILLITE;2015;PATRICE LECONTE;2429327
UNE HISTOIRE DE FOU;2015;ROBERT GUEDIGUIAN;199903
UNE MERE;2015;CHRISTINE CARRIERE;87893
UNE MERVEILLEUSE HISTOIRE DU TEMPS;2015;JAMES MARSH;532322
UNE SECONDE MERE;2015;ANNA MUYLAERT;383208
UNFRIENDED;2015;LEVAN GABRIADZE;699959
VALENTIN VALENTIN;2015;PASCAL THOMAS;107736
VALLEY OF LOVE;2015;GUILLAUME NICLOUX;466441
VERS L'AUTRE RIVE;2015;KIYOSHI KUROSAWA;196443
VICE-VERSA;2015;PETER DOCTER;9834680
VICE-VERSA;2015;RONALDO DEL CARMEN;9834680
VICTORIA (SEBASTIAN SCHIPPER);2015;SEBASTIAN SCHIPPER;205992
VINCENT N'A PAS D'ECAILLES;2015;THOMAS SALVADOR;188194
VIVE LES VACANCES;2015;JOHN FRANCIS DALEY;644487
VOYAGE EN CHINE;2015;ZOLTAN MAYER;556203
VUE SUR MER;2015;ANGELINA JOLIE;38908
WE ARE YOUR FRIENDS;2015;MAX JOSEPH;292954
WHILE WE'RE YOUNG;2015;NOAH BAUMBACH;424864
WILD;2015;JEAN-MARC VALLEE;258120
YOUTH;2015;PAOLO SORRENTINO;954272
10 CLOVERFIELD LANE;2016;DAN TRACHTENBERG;1133872
13 HOURS;2016;MICHAEL BAY;258720
45 ANS;2016;ANDREW HAIGH;526205
A BIGGER SPLASH;2016;LUCA GUADAGNINO;70545
A PERFECT DAY (UN JOUR COMME UN AUTRE);2016;FERNANDO LEON DE ARANOA;185283
A WAR;2016;TOBIAS LINDHOLM;36124
ADOPTE UN VEUF;2016;FRANCOIS DESAGNAT;2642030
AGENTS PRESQUE SECRETS;2016;RAWSON THURBER;1365172
AINSI VA LA VIE;2016;ROB REINER;52258
ALICE DE L'AUTRE COTE DU MIROIR;2016;JAMES BOBIN;3096944
ALVIN ET LES CHIPMUNKS - A FOND LA CAISSE;2016;WALT BECKER;3877132
AMERICAN NIGHTMARE 3 : ELECTIONS;2016;JAMES DEMONACO;1638964
AMIS PUBLICS;2016;EDOUARD PLUVIEUX;1811228
ANGRY BIRDS - LE FILM;2016;CLAY KAYTIS FERGAL REILLY;1855980
ANOMALISA;2016;CHARLIE KAUFMAN DUKE JOHNSON;162185
APNEE;2016;JEAN-CHRISTOPHE MEURISSE;40228
AQUARIUS;2016;KLEBER MENDONCA FILHO;318241
ARRETE TON CINEMA !;2016;DIANE KURYS;326040
ARRETEZ-MOI LA;2016;GILLES BANNIER;118053
AU NOM DE MA FILLE;2016;VINCENT GARENQ;838660
AVE CESAR !;2016;JOEL ET ETHAN COEN;1620722
BAD MOMS;2016;JON LUCAS SCOTT MOORE;857885
BANG GANG (UNE HISTOIRE D'AMOUR MODERNE);2016;EVA HUSSON;68373
BATMAN V. SUPERMAN : L'AUBE DE LA JUSTICE;2016;ZACK SNYDER;5580276
BELGICA;2016;FELIX VAN GROENINGEN;135017
BEN-HUR;2016;TIMUR BEKMAMBETOV;968197
BIENVENUE A MARLY-GOMONT;2016;JULIEN RAMBALDI;1400965
BLAIR WITCH;2016;ADAM WINGARD;513377
BLOOD FATHER;2016;JEAN-FRANCOIS RICHET;506044
BRAQUEURS;2016;JULIEN LECLERCQ;1036067
BRICE 3;2016;JAMES HUTH;2695173
BRIDGET JONES BABY;2016;SHARON MAGUIRE;2885527
BROOKLYN;2016;JOHN CROWLEY;326375
BROOKLYN VILLAGE;2016;IRA SACHS;283664
CAFE SOCIETY;2016;WOODY ALLEN;2387816
CAMPING 3;2016;FABIEN ONTENIENTE;7865121
CAPTAIN AMERICA : CIVIL WAR;2016;ANTHONY AND JOE RUSSO;6745108
CAPTAIN FANTASTIC;2016;MATT ROSS;561278
CAROL;2016;TODD HAYNES;1037565
CE SENTIMENT DE L'ETE;2016;MIKHAEL HERS;95300
CELIBATAIRE, MODE D'EMPLOI;2016;CHRISTIAN DITTER;1043464
C'EST QUOI CETTE FAMILLE ?!;2016;GABRIEL JULIEN-LAFERRIERE;1825405
CEZANNE ET MOI;2016;DANIELE THOMPSON;1332466
CHAIR DE POULE - LE FILM;2016;ROB LETTERMAN;749479
CHALA, UNE ENFANCE CUBAINE;2016;ERNESTO DARANAS;192522
CHOCOLAT;2016;ROSCHDY ZEM;4552533
CHOUF;2016;KARIM DRIDI;577880
CIGOGNES & COMPAGNIE;2016;NICHOLAS STOLLER;1212300
CLASH;2016;MOHAMED DIAB;49743
COLONIA;2016;FLORIAN GALLENBERGER;321954
COMANCHERIA;2016;DAVID MACKENZIE;600811
COMME DES BETES;2016;CHRIS RENAUD;8222557
CONJURING 2 - LE CAS ENFIELD;2016;JAMES WAN;3467858
CREED L'HERITAGE DE ROCKY BALBOA;2016;RYAN COOGLER;3893163
CRIMINAL UN ESPION DANS LA TETE;2016;ARIEL VROMEN;418004
DALTON TRUMBO;2016;JAY ROACH;339840
DANISH GIRL;2016;TOM HOOPER;566428
DANS LE NOIR;2016;DAVID F. SANDBERG;1706289
DANS LES FORETS DE SIBERIE;2016;SAFY NEBBOU;653012
DEADPOOL;2016;TIM MILLER;8727409
DEBARQUEMENT IMMEDIAT !;2016;PHILIPPE DE CHAUVERON;944876
DEEPWATER;2016;PETER BERG;679042
DEGRADE;2016;ARAB NASSER;85686
DEGRADE;2016;TARZAN NASSER;85686
DEMOLITION;2016;JEAN-MARC VALLEE;241433
DERNIER TRAIN POUR BUSAN;2016;YEON SANG-HO;693409
DES NOUVELLES DE LA PLANETE MARS;2016;DOMINIK MOLL;144358
DESIERTO;2016;JONAS CUARON;247634
DIAMANT NOIR;2016;ARTHUR HARARI;168279
DIEUMERCI !;2016;LUCIEN JEAN-BAPTISTE;299249
DIRTY PAPY;2016;DAN MAZER;545226
DIVERGENTE 3 : AU-DELA DU MUR;2016;ROBERT SCHWENTKE;5179286
DIVINES;2016;HOUDA BENYAMINA;785326
DOFUS - LIVRE 1 : JULITH;2016;ANTHONY ROUX;203557
DON'T BREATHE - LA MAISON DES TENEBRES;2016;FEDE ALVAREZ;652589
EDDIE THE EAGLE;2016;DEXTER FLETCHER;183025
EL CLAN;2016;PABLO TRAPERO;263091
ELLE;2016;PAUL VERHOEVEN;1321411
ELVIS & NIXON;2016;LIZA JOHNSON;98599
ENCORE HEUREUX;2016;BENOIT GRAFFIN;910680
EPERDUMENT;2016;PIERRE GODEAU;460019
ET TA SOEUR;2016;MARION VERNOUX;311448
ETERNITE;2016;TRAN ANH HUNG;291871
EVERYBODY WANTS SOME !!;2016;RICHARD LINKLATER;53019
FIRST DATE;2016;RICHARD TANNE;51278
FIVE;2016;IGOR GOTESMAN;1754837
FLORENCE FOSTER JENKINS;2016;STEPHEN FREARS;330040
FOLLES DE JOIE;2016;PAOLO VIRZI;320392
FRANTZ;2016;FRANCOIS OZON;1480079
FREE DANCE;2016;MICHAEL DAMIAN;331416
FREE LOVE;2016;PETER SOLLETT;83802
FREE STATE OF JONES;2016;GARY ROSS;256225
FRITZ BAUER UN HEROS ALLEMAND;2016;LARS KRAUME;189871
FUOCOAMMARE, PAR DELA LAMPEDUSA;2016;GIANFRANCO ROSI;100283
GENIUS;2016;MICHAEL GRANDAGE;207617
GODS OF EGYPT;2016;ALEX PROYAS;1050571
GOOD LUCK ALGERIA;2016;FARID BENTOUMI;470889
GREEN ROOM;2016;JEREMY SAULNIER;120890
GRIMSBY - AGENT TROP SPECIAL;2016;LOUIS LETERRIER;220089
GUIBORD S'EN VA-T-EN GUERRE;2016;PHILIPPE FALARDEAU;91137
HARDCORE HENRY;2016;ILYA NAISHULLER;127536
HEIDI;2016;ALAIN GSPONER;1729056
HIBOU;2016;RAMZY BEDIA;21826
HORS CONTROLE;2016;JAKE SZYMANSKI;495720
ILS SONT PARTOUT;2016;YVAN ATTAL;429810
INDEPENDENCE DAY - RESURGENCE;2016;ROLAND EMMERICH;2805961
INFILTRATOR;2016;BRAD FURMAN;588267
INSAISISSABLES 2;2016;JON M. CHU;5034576
INSTINCT DE SURVIE (THE SHALLOWS);2016;JAUME COLLET-SERRA;1336997
IQBAL, L'ENFANT QUI N'AVAIT PAS PEUR;2016;BABAK PAYAMI;94727
IRREPROCHABLE;2016;SEBASTIEN MARNIER;396397
IVAN TSAREVITCH ET LA PRINCESSE CHANGEANTE;2016;MICHEL OCELOT;83969
JACK REACHER : NEVER GO BACK;2016;EDWARD ZWICK;1196735
JANE GOT A GUN;2016;GAVIN O'CONNOR;330705
JASON BOURNE;2016;PAUL GREENGRASS;3312715
JE COMPTE SUR VOUS;2016;PASCAL ELBE;281556
JE VOUS SOUHAITE D'ETRE FOLLEMENT AIMEE;2016;OUNIE LECOMTE;102970
JOSEPHINE S'ARRONDIT;2016;MARILOU BERRY;2086720
JOY;2016;DAVID O. RUSSELL;1191588
JOYEUSE FETE DES MERES;2016;GARRY MARSHALL;464050
JUILLET AOUT;2016;DIASTEME;171151
JULIETA;2016;PEDRO ALMODOVAR;1850140
JUSTE LA FIN DU MONDE;2016;XAVIER DOLAN;2353753
KUBO ET L'ARMURE MAGIQUE;2016;TRAVIS KNIGHT;897435
KUNG FU PANDA 3;2016;JENNIFER YUH;5418263
LA 5EME VAGUE;2016;J BLAKESON;2346650
LA CHUTE DE LONDRES;2016;BABAK NAJAFI;865525
LA COULEUR DE LA VICTOIRE;2016;STEPHEN HOPKINS;403351
LA DANSEUSE;2016;STEPHANIE DI GIUSTO;469646
LA DREAM TEAM;2016;THOMAS SORRIAUX;522286
LA FABULEUSE GILLY HOPKINS;2016;STEPHEN HEREK;18169
LA FILLE DU PATRON;2016;OLIVIER LOUSTAU;115164
LA FILLE INCONNUE;2016;LUC DARDENNE;325908
LA FILLE INCONNUE;2016;JEAN-PIERRE DARDENNE;325908
LA FORET DE QUINCONCES;2016;GREGOIRE LEPRINCE-RINGUET;87808
LA GRANDE VADROUILLE (REP 2016);2016;GERARD OURY;111949
LA LOI DE LA JUNGLE;2016;ANTONIN PERETJATKO;240895
LA NOUVELLE VIE DE PAUL SNEIJDER;2016;THOMAS VINCENT;331691
LA PASSION D'AUGUSTINE;2016;LEA POOL;131117
LA PIECE - LES DERNIERS SERONT LES PREMIERS;2016;LAMINE DIAKITE;110209
LA SAISON DES FEMMES;2016;LEENA YADAV;393811
LA TAULARDE;2016;AUDREY ESTROUGO;452832
LA TERRE ET L'OMBRE;2016;CESAR AUGUSTO ACEVEDO;92009
LA TORTUE ROUGE;2016;MICHAEL DUDOK DE WIT;804171
LA TOUR 2 CONTROLE INFERNALE;2016;ERIC JUDOR;882373
LA VACHE;2016;MOHAMED HAMIDI;3140759
L'AGE DE GLACE : LES LOIS DE L'UNIVERS;2016;MIKE THURMEIER;7831793
L'AIGLE ET L'ENFANT;2016;GERARDO OLIVARES;362946
L'AVENIR;2016;MIA HANSEN-LOVE;693420
LE BGG (LE BON GROS GEANT);2016;STEVEN SPIELBERG;1811584
LE CHASSEUR ET LA REINE DES GLACES;2016;CEDRIC NICOLAS-TROYAN;1895684
LE CIEL ATTENDRA;2016;MARIE-CASTILLE MENTION-SCHAAR;487276
LE COEUR REGULIER;2016;VANJA DALCANTARA;144949
LE CONVOI;2016;FREDERIC SCHOENDOERFFER;330126
LE CORRESPONDANT;2016;JEAN-MICHEL BEN SOUSSAN;153545
LE FANTOME DE CANTERVILLE;2016;YANN SAMUELL;828967
LE FILS DE JEAN;2016;PHILIPPE LIORET;921316
LE GARCON ET LA BETE;2016;MAMORU HOSODA;404266
LE LIVRE DE LA JUNGLE;2016;JON FAVREAU;8350286
LE MONDE DE DORY;2016;ANDREW STANTON;7228358
LE PAPE FRANCOIS;2016;BEDA DOCAMPO FEIJOO;146956
LE PROFESSEUR DE VIOLON;2016;SERGIO MACHADO;130425
LE SANCTUAIRE;2016;CORIN HARDY;83512
LE SECRET DES BANQUISES;2016;MARIE MADINIER;36794
LE TECKEL;2016;TODD SOLONDZ;52531
LE VOYAGE DE FANNY;2016;LOLA DOILLON;247146
L'ECONOMIE DU COUPLE;2016;JOACHIM LAFOSSE;473699
L'EFFET AQUATIQUE;2016;SOLVEIG ANSPACH;560864
LEGEND;2016;BRIAN HELGELAND;408784
LES 7 MERCENAIRES;2016;ANTOINE FUQUA;1462020
LES 8 SALOPARDS;2016;QUENTIN TARANTINO;4184363
LES ARDENNES;2016;ROBIN PRONT;100674
LES CHEVALIERS BLANCS;2016;JOACHIM LAFOSSE;451626
LES DELICES DE TOKYO;2016;NAOMI KAWASE;739521
LES ESPIEGLES;2016;JANIS CIMERMANIS;145146
LES HABITANTS;2016;RAYMOND DEPARDON;195845
LES INNOCENTES;2016;ANNE FONTAINE;1725895
LES MALHEURS DE SOPHIE;2016;CHRISTOPHE HONORE;1236062
LES NAUFRAGES;2016;DAVID CHARHON;241510
LES NOUVELLES AVENTURES DE PAT ET MAT;2016;MAREK BENES;91117
LES OGRES;2016;LEA FEHNER;247504
LES PEPITES;2016;XAVIER DE LAUZANNE;255198
LES PREMIERS LES DERNIERS;2016;BOULI LANNERS;255846
LES SAISONS;2016;JACQUES PERRIN;2382843
LES TROLLS;2016;MIKE MITCHELL;2114215
LES TUCHE 2 - LE REVE AMERICAIN;2016;OLIVIER BAROUX;11250342
LES VISITEURS - LA REVOLUTION;2016;JEAN-MARIE POIRE;5272214
L'IDEAL;2016;FREDERIC BEIGBEDER;408725
L'ODYSSEE;2016;JEROME SALLE;1924278
L'OLIVIER;2016;ICIAR BOLLAIN;65353
L'ORIGINE DE LA VIOLENCE;2016;ELIE CHOURAQUI;159725
L'OUTSIDER;2016;CHRISTOPHE BARRATIER;691259
LOVE & FRIENDSHIP;2016;WHIT STILLMAN;370211
MA LOUTE;2016;BRUNO DUMONT;1396643
MA MA;2016;JULIO MEDEM;55005
MA MEILLEURE AMIE;2016;CATHERINE HARDWICKE;179329
MA VIE DE CHAT;2016;BARRY SONNENFELD;566648
MA VIE DE COURGETTE;2016;CLAUDE BARRAS;452625
MAGGIE A UN PLAN;2016;REBECCA MILLER;126619
MAL DE PIERRES;2016;NICOLE GARCIA;694110
MARIAGE A LA GRECQUE 2;2016;KIRK JONES;62983
MARIE ET LES NAUFRAGES;2016;SEBASTIEN BETBEDER;48051
MARSEILLE;2016;KAD MERAD;1630463
MECHANIC : RESURRECTION;2016;DENNIS GANSEL;1487771
MEDECIN DE CAMPAGNE;2016;THOMAS LILTI;3708812
MERCENAIRE;2016;SACHA WOLFF;74638
MIDNIGHT SPECIAL;2016;JEFF NICHOLS;610053
MISE A L'EPREUVE 2;2016;TIM STORY;117606
MISS PEREGRINE ET LES ENFANTS PARTICULIERS;2016;TIM BURTON;4084981
MOKA;2016;FREDERIC MERMOUD;501589
MON MAITRE D'ECOLE;2016;EMILIE THEROND;310370
MONEY MONSTER;2016;JODIE FOSTER;2020850
MONSIEUR BOUT-DE-BOIS;2016;DANIEL SNADDON;133994
MOONWALKERS;2016;ANTOINE BARDOU-JACQUET;42887
MORGANE;2016;LUKE SCOTT;213312
MR. HOLMES;2016;BILL CONDON;159715
NAHID;2016;IDA PANAHANDEH;240432
NERVE;2016;HENRY JOOST;1851571
NINJA TURTLES 2;2016;DAVE GREEN;1827189
NOCTURAMA;2016;BERTRAND BONELLO;135418
NOS PIRES VOISINS 2;2016;NICHOLAS STOLLER;1142541
NOS SOUVENIRS;2016;GUS VAN SANT;65813
PARIS-WILLOUBY;2016;ARTHUR DELAIRE;184882
PATTAYA;2016;FRANCK GASTAMBIDE;4693823
PENSION COMPLETE;2016;FLORENT EMILIO SIRI;613610
PETER ET ELLIOTT LE DRAGON;2016;DAVID LOWERY;1667886
POINT BREAK;2016;ERICSON CORE;1208545
PROMENONS-NOUS AVEC LES PETITS LOUPS;2016;ANNA LEVINSON;90313
QUAND ON A 17 ANS;2016;ANDRE TECHINE;576267
RADIN !;2016;FRED CAVAYE;6041087
RANDONNEURS AMATEURS;2016;KEN KWAPIS;67420
RATCHET ET CLANK;2016;KEVIN MUNROE;410780
REMEMBER;2016;ATOM EGOYAN;64939
RESTER VERTICAL;2016;ALAIN GUIRAUDIE;183330
RETOUR CHEZ MA MERE;2016;ERIC LAVAINE;5357278
ROBINSON CRUSOE;2016;BEN STASSEN;891236
ROOM;2016;LENNY ABRAHAMSON;376982
ROSALIE BLUM;2016;JULIEN RAPPENEAU;877094
S.O.S FANTOMES;2016;PAUL FEIG;657483
SAINT AMOUR;2016;BENOIT DELEPINE;1359144
SEUL CONTRE TOUS;2016;PETER LANDESMAN;262485
SPOTLIGHT;2016;THOMAS MCCARTHY;1445507
STAR TREK SANS LIMITES;2016;JUSTIN LIN;1624524
STEVE JOBS;2016;DANNY BOYLE;389226
SUICIDE SQUAD;2016;DAVID AYER;5395402
TARZAN;2016;DAVID YATES;3135761
TEMPETE;2016;SAMUEL COLLARDEY;107689
THE ASSASSIN;2016;HOU HSIAO-HSIEN;513636
THE BOY;2016;WILLIAM BRENT BELL;1014871
THE DOOR;2016;JOHANNES ROBERTS;604976
THE FINEST HOURS;2016;CRAIG GILLESPIE;145602
THE NEON DEMON;2016;NICOLAS WINDING REFN;343442
THE NICE GUYS;2016;SHANE BLACK;907393
THE REVENANT;2016;ALEJANDRO GONZALEZ INARRITU;8840547
THE WAVE;2016;ROAR UTHAUG;62514
THE WITCH;2016;ROBERT EGGERS;314525
TINI - LA NOUVELLE VIE DE VIOLETTA;2016;JUAN PABLO BUSCARINI;463570
TONI ERDMANN;2016;MAREN ADE;843411
TORIL;2016;LAURENT TEYSSIER;32769
TOUT DE SUITE MAINTENANT;2016;PASCAL BONITZER;421053
TOUT EN HAUT DU MONDE;2016;REMI CHAYE;487101
TOUT POUR ETRE HEUREUX;2016;CYRIL GELBLAT;784064
TOUT SCHUSS;2016;STEPHAN ARCHINARD;1273417
TOUT, TOUT DE SUITE;2016;RICHARD BERRY;40809
TRIPLE 9;2016;JOHN HILLCOAT;709014
TRUMAN;2016;CESC GAY;160591
TRUTH : LE PRIX DE LA VERITE;2016;JAMES VANDERBILT;244277
UN HOMME A LA HAUTEUR;2016;LAURENT TIRARD;1697042
UN PETIT BOULOT;2016;PASCAL CHAUMEIL;959380
UN TRAITRE IDEAL;2016;SUSANNA WHITE;249942
UNE VIE ENTRE DEUX OCEANS;2016;DEREK CIANFRANCE;185857
VENDEUR;2016;SYLVAIN DESCLOUS;133848
VICKY;2016;DENIS IMBERT;168872
VICTORIA;2016;JUSTINE TRIET;1536541
VOIR DU PAYS;2016;DELPHINE COULIN;73251
WAR DOGS;2016;TODD PHILLIPS;1248155
WARCRAFT : LE COMMENCEMENT;2016;DUNCAN JONES;3118254
WHERE TO INVADE NEXT;2016;MICHAEL MOORE;74333
X-MEN : APOCALYPSE;2016;BRYAN SINGER;4849866
ZOOLANDER 2;2016;BEN STILLER;131226
ZOOTOPIE;2016;BYRON HOWARD;10878753
